id,anchorID,tagID,sequenceID,pan,processed_flag,timestampToA,Timestamp ToA
308,ANCH0001,TAG00001,83,0,1,1.08E+12,1.08223E+12
309,ANCH0002,TAG00001,83,0,1,1.08E+12,1.08223E+12
310,ANCH0003,TAG00001,83,0,1,1.08E+12,1.08223E+12
311,ANCH0004,TAG00001,83,0,1,1.08E+12,1.07958E+12
312,ANCH0001,TAG00001,84,0,1,44201334999,44201334999
313,ANCH0003,TAG00001,84,0,1,44201334701,44201334701
314,ANCH0004,TAG00001,84,0,1,44201334685,44201334685
315,ANCH0002,TAG00001,84,0,1,44201334819,44201334819
316,ANCH0004,TAG00001,85,0,1,1.07E+11,1.06883E+11
317,ANCH0002,TAG00001,85,0,1,1.07E+11,1.06883E+11
318,ANCH0003,TAG00001,85,0,1,1.07E+11,1.06883E+11
319,ANCH0004,TAG00001,86,0,1,1.69E+11,1.68909E+11
320,ANCH0003,TAG00001,86,0,1,1.69E+11,1.68909E+11
321,ANCH0002,TAG00001,86,0,1,1.69E+11,1.68909E+11
322,ANCH0001,TAG00001,87,0,1,2.29E+11,2.29103E+11
323,ANCH0002,TAG00001,87,0,1,2.29E+11,2.29103E+11
324,ANCH0003,TAG00001,87,0,1,2.29E+11,2.29103E+11
325,ANCH0004,TAG00001,87,0,1,2.29E+11,2.29103E+11
326,ANCH0001,TAG00001,88,0,1,2.91E+11,2.91183E+11
327,ANCH0002,TAG00001,88,0,1,2.91E+11,2.91183E+11
328,ANCH0004,TAG00001,88,0,1,2.91E+11,2.91183E+11
329,ANCH0003,TAG00001,88,0,1,2.91E+11,2.91183E+11
330,ANCH0001,TAG00001,89,0,1,3.52E+11,3.52059E+11
331,ANCH0004,TAG00001,89,0,1,3.52E+11,3.52059E+11
332,ANCH0002,TAG00001,89,0,1,3.52E+11,3.52059E+11
333,ANCH0001,TAG00001,90,0,1,4.12E+11,4.1229E+11
334,ANCH0002,TAG00001,90,0,1,4.12E+11,4.1229E+11
335,ANCH0004,TAG00001,90,0,1,4.12E+11,4.1229E+11
336,ANCH0003,TAG00001,90,0,1,4.12E+11,4.1229E+11
337,ANCH0004,TAG00001,91,0,1,4.72E+11,4.72481E+11
338,ANCH0003,TAG00001,91,0,1,4.72E+11,4.72481E+11
339,ANCH0002,TAG00001,91,0,1,4.72E+11,4.72481E+11
340,ANCH0001,TAG00001,92,0,1,5.36E+11,5.35709E+11
341,ANCH0004,TAG00001,92,0,1,5.36E+11,5.35709E+11
342,ANCH0002,TAG00001,92,0,1,5.36E+11,5.35709E+11
343,ANCH0003,TAG00001,92,0,1,5.36E+11,5.35709E+11
344,ANCH0001,TAG00001,93,0,1,5.98E+11,5.98338E+11
345,ANCH0002,TAG00001,93,0,1,5.98E+11,5.98338E+11
346,ANCH0004,TAG00001,93,0,1,5.98E+11,5.98338E+11
347,ANCH0003,TAG00001,93,0,1,5.98E+11,5.98338E+11
348,ANCH0001,TAG00001,94,0,1,6.59E+11,6.59182E+11
349,ANCH0003,TAG00001,94,0,1,6.59E+11,6.59182E+11
350,ANCH0002,TAG00001,94,0,1,6.59E+11,6.59182E+11
351,ANCH0004,TAG00001,94,0,1,6.59E+11,6.59182E+11
352,ANCH0001,TAG00001,95,0,1,7.22E+11,7.22422E+11
353,ANCH0002,TAG00001,95,0,1,7.22E+11,7.22422E+11
354,ANCH0004,TAG00001,95,0,1,7.22E+11,7.22422E+11
355,ANCH0003,TAG00001,95,0,1,7.22E+11,7.22422E+11
356,ANCH0002,TAG00001,96,0,1,7.85E+11,7.8506E+11
357,ANCH0001,TAG00001,96,0,1,7.85E+11,7.8506E+11
358,ANCH0004,TAG00001,96,0,1,7.85E+11,7.8506E+11
359,ANCH0001,TAG00001,97,0,1,8.48E+11,8.47692E+11
360,ANCH0004,TAG00001,97,0,1,8.48E+11,8.47692E+11
361,ANCH0003,TAG00001,97,0,1,8.48E+11,8.47692E+11
362,ANCH0002,TAG00001,97,0,1,8.48E+11,8.47692E+11
363,ANCH0001,TAG00001,98,0,1,9.08E+11,9.08499E+11
364,ANCH0002,TAG00001,98,0,1,9.08E+11,9.08499E+11
365,ANCH0004,TAG00001,98,0,1,9.08E+11,9.08499E+11
366,ANCH0002,TAG00001,99,0,1,9.69E+11,9.68703E+11
367,ANCH0004,TAG00001,99,0,1,9.69E+11,9.68703E+11
368,ANCH0003,TAG00001,99,0,1,9.69E+11,9.68703E+11
369,ANCH0001,TAG00001,100,0,1,1.03E+12,1.0289E+12
370,ANCH0002,TAG00001,100,0,1,1.03E+12,1.0289E+12
371,ANCH0003,TAG00001,100,0,1,1.03E+12,1.0289E+12
372,ANCH0004,TAG00001,100,0,1,1.03E+12,1.0289E+12
373,ANCH0001,TAG00001,101,0,1,1.09E+12,1.09033E+12
374,ANCH0002,TAG00001,101,0,1,1.09E+12,1.09033E+12
375,ANCH0003,TAG00001,101,0,1,1.09E+12,1.09033E+12
376,ANCH0004,TAG00001,101,0,1,1.09E+12,1.09033E+12
377,ANCH0004,TAG00001,102,0,1,51667728188,51667728188
378,ANCH0002,TAG00001,102,0,1,51667728320,51667728320
379,ANCH0003,TAG00001,102,0,1,51667728278,51667728278
380,ANCH0001,TAG00001,103,0,1,1.14E+11,1.13719E+11
381,ANCH0002,TAG00001,103,0,1,1.14E+11,1.13719E+11
382,ANCH0004,TAG00001,103,0,1,1.14E+11,1.13719E+11
383,ANCH0003,TAG00001,103,0,1,1.14E+11,1.13719E+11
384,ANCH0001,TAG00001,104,0,1,1.76E+11,1.75773E+11
385,ANCH0002,TAG00001,104,0,1,1.76E+11,1.75773E+11
386,ANCH0004,TAG00001,104,0,1,1.76E+11,1.75773E+11
387,ANCH0001,TAG00001,105,0,1,2.37E+11,2.36615E+11
388,ANCH0003,TAG00001,105,0,1,2.37E+11,2.36615E+11
389,ANCH0002,TAG00001,105,0,1,2.37E+11,2.36615E+11
390,ANCH0004,TAG00001,105,0,1,2.37E+11,2.36615E+11
391,ANCH0001,TAG00001,106,0,1,2.58E+11,2.58316E+11
392,ANCH0004,TAG00001,106,0,1,2.58E+11,2.58316E+11
393,ANCH0002,TAG00001,106,0,1,2.58E+11,2.58316E+11
394,ANCH0003,TAG00001,106,0,1,2.58E+11,2.58316E+11
395,ANCH0004,TAG00001,107,0,1,2.90E+11,2.89692E+11
396,ANCH0002,TAG00001,107,0,1,2.90E+11,2.89692E+11
397,ANCH0003,TAG00001,107,0,1,2.90E+11,2.89692E+11
398,ANCH0001,TAG00001,108,0,1,3.21E+11,3.21071E+11
399,ANCH0004,TAG00001,108,0,1,3.21E+11,3.21071E+11
400,ANCH0002,TAG00001,108,0,1,3.21E+11,3.21071E+11
401,ANCH0003,TAG00001,108,0,1,3.21E+11,3.21071E+11
402,ANCH0001,TAG00001,109,0,1,3.52E+11,3.51846E+11
403,ANCH0002,TAG00001,109,0,1,3.52E+11,3.51846E+11
404,ANCH0004,TAG00001,109,0,1,3.52E+11,3.51846E+11
405,ANCH0001,TAG00001,110,0,1,3.83E+11,3.82905E+11
406,ANCH0004,TAG00001,110,0,1,3.83E+11,3.82905E+11
407,ANCH0002,TAG00001,110,0,1,3.83E+11,3.82905E+11
408,ANCH0003,TAG00001,110,0,1,3.83E+11,3.82905E+11
409,ANCH0004,TAG00001,111,0,1,4.14E+11,4.1395E+11
410,ANCH0001,TAG00001,111,0,1,4.14E+11,4.1395E+11
411,ANCH0002,TAG00001,111,0,1,4.14E+11,4.1395E+11
412,ANCH0003,TAG00001,111,0,1,4.14E+11,4.1395E+11
413,ANCH0004,TAG00001,112,0,1,4.45E+11,4.45305E+11
414,ANCH0001,TAG00001,112,0,1,4.45E+11,4.45305E+11
415,ANCH0002,TAG00001,112,0,1,4.45E+11,4.45305E+11
416,ANCH0003,TAG00001,112,0,1,4.45E+11,4.45305E+11
417,ANCH0003,TAG00001,113,0,1,4.65E+11,4.64572E+11
418,ANCH0001,TAG00001,113,0,1,4.65E+11,4.64572E+11
419,ANCH0002,TAG00001,113,0,1,4.65E+11,4.64572E+11
420,ANCH0004,TAG00001,113,0,1,4.65E+11,4.64572E+11
421,ANCH0001,TAG00001,114,0,1,4.90E+11,4.90349E+11
422,ANCH0002,TAG00001,114,0,1,4.90E+11,4.90349E+11
423,ANCH0004,TAG00001,114,0,1,4.90E+11,4.90349E+11
424,ANCH0003,TAG00001,114,0,1,4.90E+11,4.90349E+11
425,ANCH0001,TAG00001,115,0,1,5.11E+11,5.1097E+11
426,ANCH0003,TAG00001,115,0,1,5.11E+11,5.1097E+11
427,ANCH0004,TAG00001,115,0,1,5.11E+11,5.1097E+11
428,ANCH0002,TAG00001,115,0,1,5.11E+11,5.1097E+11
429,ANCH0001,TAG00001,116,0,1,5.42E+11,5.42014E+11
430,ANCH0004,TAG00001,116,0,1,5.42E+11,5.42014E+11
431,ANCH0003,TAG00001,116,0,1,5.42E+11,5.42014E+11
432,ANCH0002,TAG00001,116,0,1,5.42E+11,5.42014E+11
433,ANCH0001,TAG00001,117,0,1,5.73E+11,5.7284E+11
434,ANCH0003,TAG00001,117,0,1,5.73E+11,5.7284E+11
435,ANCH0004,TAG00001,117,0,1,5.73E+11,5.7284E+11
436,ANCH0002,TAG00001,117,0,1,5.73E+11,5.7284E+11
437,ANCH0004,TAG00001,118,0,1,6.04E+11,6.03885E+11
438,ANCH0002,TAG00001,118,0,1,6.04E+11,6.03885E+11
439,ANCH0003,TAG00001,118,0,1,6.04E+11,6.03885E+11
440,ANCH0001,TAG00001,119,0,1,6.30E+11,6.29552E+11
441,ANCH0002,TAG00001,119,0,1,6.30E+11,6.29552E+11
442,ANCH0003,TAG00001,119,0,1,6.30E+11,6.29552E+11
443,ANCH0004,TAG00001,119,0,1,6.30E+11,6.29552E+11
444,ANCH0001,TAG00001,120,0,1,6.40E+11,6.39864E+11
445,ANCH0002,TAG00001,120,0,1,6.40E+11,6.39864E+11
446,ANCH0003,TAG00001,120,0,1,6.40E+11,6.39864E+11
447,ANCH0004,TAG00001,120,0,1,6.40E+11,6.39864E+11
448,ANCH0002,TAG00001,121,0,1,6.55E+11,6.55335E+11
449,ANCH0003,TAG00001,121,0,1,6.55E+11,6.55335E+11
450,ANCH0001,TAG00001,122,0,1,6.71E+11,6.70804E+11
451,ANCH0004,TAG00001,121,0,1,6.55E+11,6.55335E+11
452,ANCH0004,TAG00001,122,0,1,6.71E+11,6.70804E+11
453,ANCH0001,TAG00001,123,0,1,6.86E+11,6.8627E+11
454,ANCH0002,TAG00001,122,0,1,6.71E+11,6.70804E+11
455,ANCH0003,TAG00001,122,0,1,6.71E+11,6.70804E+11
456,ANCH0004,TAG00001,123,0,1,6.86E+11,6.8627E+11
457,ANCH0002,TAG00001,123,0,1,6.86E+11,6.8627E+11
458,ANCH0003,TAG00001,123,0,1,6.86E+11,6.8627E+11
459,ANCH0001,TAG00001,124,0,1,6.97E+11,6.96583E+11
460,ANCH0002,TAG00001,124,0,1,6.97E+11,6.96583E+11
461,ANCH0001,TAG00001,125,0,1,7.07E+11,7.06897E+11
462,ANCH0004,TAG00001,124,0,1,6.97E+11,6.96583E+11
463,ANCH0003,TAG00001,124,0,1,6.97E+11,6.96583E+11
464,ANCH0004,TAG00001,125,0,1,7.07E+11,7.06897E+11
465,ANCH0003,TAG00001,125,0,1,7.07E+11,7.06897E+11
466,ANCH0002,TAG00001,125,0,1,7.07E+11,7.06897E+11
467,ANCH0001,TAG00001,126,0,1,7.38E+11,7.37836E+11
468,ANCH0004,TAG00001,126,0,1,7.38E+11,7.37836E+11
469,ANCH0003,TAG00001,126,0,1,7.38E+11,7.37836E+11
470,ANCH0002,TAG00001,126,0,1,7.38E+11,7.37836E+11
471,ANCH0001,TAG00001,127,0,1,7.58E+11,7.58459E+11
472,ANCH0004,TAG00001,127,0,1,7.58E+11,7.58459E+11
473,ANCH0002,TAG00001,127,0,1,7.58E+11,7.58459E+11
474,ANCH0003,TAG00001,127,0,1,7.58E+11,7.58459E+11
475,ANCH0001,TAG00001,128,0,1,7.89E+11,7.88925E+11
476,ANCH0001,TAG00001,129,0,1,7.95E+11,7.94546E+11
477,ANCH0002,TAG00001,128,0,1,7.89E+11,7.88925E+11
478,ANCH0004,TAG00001,128,0,1,7.89E+11,7.88925E+11
479,ANCH0002,TAG00001,129,0,1,7.95E+11,7.94546E+11
480,ANCH0004,TAG00001,129,0,1,7.95E+11,7.94546E+11
481,ANCH0003,TAG00001,128,0,1,7.89E+11,7.88925E+11
482,ANCH0003,TAG00001,129,0,1,7.95E+11,7.94546E+11
483,ANCH0001,TAG00001,130,0,1,8.26E+11,8.25914E+11
484,ANCH0004,TAG00001,130,0,1,8.26E+11,8.25914E+11
485,ANCH0002,TAG00001,130,0,1,8.26E+11,8.25914E+11
486,ANCH0001,TAG00001,131,0,1,8.58E+11,8.57604E+11
487,ANCH0004,TAG00001,131,0,1,8.58E+11,8.57604E+11
488,ANCH0003,TAG00001,131,0,1,8.58E+11,8.57604E+11
489,ANCH0002,TAG00001,131,0,1,8.58E+11,8.57604E+11
490,ANCH0004,TAG00001,132,0,1,8.88E+11,8.88062E+11
491,ANCH0003,TAG00001,132,0,1,8.88E+11,8.88062E+11
492,ANCH0002,TAG00001,132,0,1,8.88E+11,8.88062E+11
493,ANCH0001,TAG00001,133,0,1,9.20E+11,9.19755E+11
494,ANCH0002,TAG00001,133,0,1,9.20E+11,9.19755E+11
495,ANCH0004,TAG00001,133,0,1,9.20E+11,9.19755E+11
496,ANCH0001,TAG00001,134,0,1,9.34E+11,9.33751E+11
497,ANCH0002,TAG00001,134,0,1,9.34E+11,9.33751E+11
498,ANCH0004,TAG00001,134,0,1,9.34E+11,9.33751E+11
499,ANCH0003,TAG00001,133,0,1,9.20E+11,9.19755E+11
500,ANCH0003,TAG00001,134,0,1,9.34E+11,9.33751E+11
501,ANCH0001,TAG00001,135,0,1,9.49E+11,9.49219E+11
502,ANCH0003,TAG00001,135,0,1,9.49E+11,9.49219E+11
503,ANCH0004,TAG00001,135,0,1,9.49E+11,9.49219E+11
504,ANCH0002,TAG00001,135,0,1,9.49E+11,9.49219E+11
505,ANCH0001,TAG00001,136,0,1,9.80E+11,9.80264E+11
506,ANCH0004,TAG00001,136,0,1,9.80E+11,9.80264E+11
507,ANCH0002,TAG00001,136,0,1,9.80E+11,9.80264E+11
508,ANCH0003,TAG00001,136,0,1,9.80E+11,9.80264E+11
509,ANCH0001,TAG00001,137,0,1,1.01E+12,1.01102E+12
510,ANCH0004,TAG00001,137,0,1,1.01E+12,1.01102E+12
511,ANCH0002,TAG00001,137,0,1,1.01E+12,1.01102E+12
512,ANCH0003,TAG00001,137,0,1,1.01E+12,1.01102E+12
513,ANCH0001,TAG00001,138,0,1,1.04E+12,1.04177E+12
514,ANCH0001,TAG00001,139,0,1,1.05E+12,1.04719E+12
515,ANCH0003,TAG00001,138,0,1,1.04E+12,1.04177E+12
516,ANCH0003,TAG00001,139,0,1,1.05E+12,1.04719E+12
517,ANCH0002,TAG00001,138,0,1,1.04E+12,1.04177E+12
518,ANCH0002,TAG00001,139,0,1,1.05E+12,1.04719E+12
519,ANCH0004,TAG00001,138,0,1,1.04E+12,1.04177E+12
520,ANCH0004,TAG00001,139,0,1,1.05E+12,1.04719E+12
521,ANCH0001,TAG00001,140,0,1,1.08E+12,1.07763E+12
522,ANCH0002,TAG00001,140,0,1,1.08E+12,1.07763E+12
523,ANCH0004,TAG00001,140,0,1,1.08E+12,1.07763E+12
524,ANCH0003,TAG00001,140,0,1,1.08E+12,1.07763E+12
525,ANCH0001,TAG00001,141,0,1,10078976713,10078976713
526,ANCH0004,TAG00001,141,0,1,10078970932,10078970932
527,ANCH0002,TAG00001,141,0,1,10078976430,10078976430
528,ANCH0003,TAG00001,141,0,1,10078952500,10078952500
529,ANCH0001,TAG00001,142,0,1,25025024398,25025024398
530,ANCH0004,TAG00001,142,0,1,25025024172,25025024172
531,ANCH0002,TAG00001,142,0,1,25025024111,25025024111
532,ANCH0002,TAG00001,143,0,1,52906107147,52906107147
533,ANCH0001,TAG00001,144,0,1,66271108250,66271108250
534,ANCH0003,TAG00001,143,0,1,52906107059,52906107059
535,ANCH0002,TAG00001,144,0,1,66271107949,66271107949
536,ANCH0004,TAG00001,143,0,1,52906107263,52906107263
537,ANCH0003,TAG00001,144,0,1,66271107918,66271107918
538,ANCH0004,TAG00001,144,0,1,66271108052,66271108052
539,ANCH0001,TAG00001,145,0,1,97940691153,97940691153
540,ANCH0004,TAG00001,145,0,1,97940690947,97940690947
541,ANCH0002,TAG00001,145,0,1,97940690840,97940690840
542,ANCH0001,TAG00001,146,0,1,1.29E+11,1.2901E+11
543,ANCH0002,TAG00001,146,0,1,1.29E+11,1.2901E+11
544,ANCH0004,TAG00001,146,0,1,1.29E+11,1.2901E+11
545,ANCH0001,TAG00001,147,0,1,1.49E+11,1.48768E+11
546,ANCH0002,TAG00001,147,0,1,1.49E+11,1.48768E+11
547,ANCH0001,TAG00001,148,0,1,1.59E+11,1.59079E+11
548,ANCH0004,TAG00001,147,0,1,1.49E+11,1.48768E+11
549,ANCH0003,TAG00001,147,0,1,1.49E+11,1.48768E+11
550,ANCH0004,TAG00001,148,0,1,1.59E+11,1.59079E+11
551,ANCH0003,TAG00001,148,0,1,1.59E+11,1.59079E+11
552,ANCH0002,TAG00001,148,0,1,1.59E+11,1.59079E+11
553,ANCH0004,TAG00001,149,0,1,1.85E+11,1.84857E+11
554,ANCH0002,TAG00001,149,0,1,1.85E+11,1.84857E+11
555,ANCH0003,TAG00001,149,0,1,1.85E+11,1.84857E+11
556,ANCH0001,TAG00001,150,0,1,2.16E+11,2.162E+11
557,ANCH0003,TAG00001,150,0,1,2.16E+11,2.162E+11
558,ANCH0004,TAG00001,150,0,1,2.16E+11,2.162E+11
559,ANCH0002,TAG00001,150,0,1,2.16E+11,2.162E+11
560,ANCH0001,TAG00001,151,0,1,2.47E+11,2.47246E+11
561,ANCH0002,TAG00001,151,0,1,2.47E+11,2.47246E+11
562,ANCH0004,TAG00001,151,0,1,2.47E+11,2.47246E+11
563,ANCH0001,TAG00001,152,0,1,2.73E+11,2.72508E+11
564,ANCH0002,TAG00001,152,0,1,2.73E+11,2.72508E+11
565,ANCH0003,TAG00001,151,0,1,2.47E+11,2.47246E+11
566,ANCH0003,TAG00001,152,0,1,2.73E+11,2.72508E+11
567,ANCH0004,TAG00001,152,0,1,2.73E+11,2.72508E+11
568,ANCH0001,TAG00001,153,0,0,2.88E+11,2.87975E+11
569,ANCH0002,TAG00001,153,0,0,2.88E+11,2.87975E+11
570,ANCH0001,TAG00001,154,0,0,3.03E+11,3.03443E+11
571,ANCH0002,TAG00001,154,0,0,3.03E+11,3.03443E+11
572,ANCH0004,TAG00001,153,0,0,2.88E+11,2.87975E+11
573,ANCH0004,TAG00001,154,0,0,3.03E+11,3.03443E+11
574,ANCH0003,TAG00001,154,0,0,3.03E+11,3.03443E+11
575,ANCH0001,TAG00001,155,0,0,3.29E+11,3.29221E+11
576,ANCH0003,TAG00001,155,0,0,3.29E+11,3.29221E+11
577,ANCH0002,TAG00001,155,0,0,3.29E+11,3.29221E+11
578,ANCH0004,TAG00001,155,0,0,3.29E+11,3.29221E+11
579,ANCH0001,TAG00001,156,0,0,3.45E+11,3.44688E+11
580,ANCH0002,TAG00001,156,0,0,3.45E+11,3.44688E+11
581,ANCH0004,TAG00001,156,0,0,3.45E+11,3.44688E+11
582,ANCH0001,TAG00001,157,0,0,3.73E+11,3.7257E+11
583,ANCH0004,TAG00001,157,0,0,3.73E+11,3.7257E+11
584,ANCH0002,TAG00001,157,0,0,3.73E+11,3.7257E+11
585,ANCH0003,TAG00001,156,0,0,3.45E+11,3.44688E+11
586,ANCH0003,TAG00001,157,0,0,3.73E+11,3.7257E+11
587,ANCH0001,TAG00001,158,0,0,4.05E+11,4.04521E+11
588,ANCH0003,TAG00001,158,0,0,4.05E+11,4.04521E+11
589,ANCH0002,TAG00001,158,0,0,4.05E+11,4.04521E+11
590,ANCH0004,TAG00001,158,0,0,4.05E+11,4.04521E+11
591,ANCH0001,TAG00001,159,0,0,4.34E+11,4.34444E+11
592,ANCH0002,TAG00001,159,0,0,4.34E+11,4.34444E+11
593,ANCH0004,TAG00001,159,0,0,4.34E+11,4.34444E+11
594,ANCH0004,TAG00001,160,0,0,4.58E+11,4.5812E+11
595,ANCH0002,TAG00001,160,0,0,4.58E+11,4.5812E+11
596,ANCH0003,TAG00001,159,0,0,4.34E+11,4.34444E+11
597,ANCH0003,TAG00001,160,0,0,4.58E+11,4.5812E+11
598,ANCH0001,TAG00001,161,0,0,4.86E+11,4.86006E+11
599,ANCH0002,TAG00001,161,0,0,4.86E+11,4.86006E+11
600,ANCH0004,TAG00001,161,0,0,4.86E+11,4.86006E+11
601,ANCH0001,TAG00001,162,0,0,5.17E+11,5.1676E+11
602,ANCH0002,TAG00001,162,0,0,5.17E+11,5.1676E+11
603,ANCH0003,TAG00001,161,0,0,4.86E+11,4.86006E+11
604,ANCH0003,TAG00001,162,0,0,5.17E+11,5.1676E+11
605,ANCH0004,TAG00001,162,0,0,5.17E+11,5.1676E+11
606,ANCH0002,TAG00001,163,0,0,5.35E+11,5.35464E+11
607,ANCH0004,TAG00001,163,0,0,5.35E+11,5.35464E+11
608,ANCH0003,TAG00001,163,0,0,5.35E+11,5.35464E+11
